"date" "state" "city" "place_type" "confirmed" "deaths" "is_last" "estimated_population_2019" "city_ibge_code" "confirmed_per_100k_inhabitants" "death_rate"
"1547" 2020-03-20 "MG" "Divinópolis" "city" 1 0 FALSE 238230 3122306 0.41976 NA
"1548" 2020-03-20 "MG" "Ipatinga" "city" 1 0 FALSE 263410 3131307 0.37964 NA
"1549" 2020-03-20 "MG" "Juiz de Fora" "city" 5 0 FALSE 568873 3136702 0.87893 NA
"1550" 2020-03-20 "MG" "Mariana" "city" 1 0 FALSE 60724 3140001 1.6468 NA
"1551" 2020-03-20 "MG" "Nova Lima" "city" 4 0 FALSE 94889 3144805 4.21545 NA
"1552" 2020-03-20 "MG" "Patrocínio" "city" 1 0 FALSE 90757 3148103 1.10184 NA
"1553" 2020-03-20 "MG" "Poços de Caldas" "city" 1 0 FALSE 167397 3151800 0.59738 NA
"1554" 2020-03-20 "MG" "Sete Lagoas" "city" 1 0 FALSE 239639 3167202 0.41729 NA
"1555" 2020-03-20 "MG" "Uberaba" "city" 1 0 FALSE 333783 3170107 0.2996 NA
"1556" 2020-03-20 "MG" "Uberlândia" "city" 1 0 FALSE 691305 3170206 0.14465 NA
"1557" 2020-03-20 "MG" NA "state" 38 0 FALSE 21168791 31 0.17951 NA
"1558" 2020-03-20 "MS" "Campo Grande" "city" 11 0 FALSE 895982 5002704 1.2277 NA
"1559" 2020-03-20 "MS" "Sidrolândia" "city" 1 0 FALSE 57665 5007901 1.73415 NA
"1560" 2020-03-20 "MS" NA "state" 12 0 FALSE 2778986 50 0.43181 NA
"1561" 2020-03-20 "MT" "Cuiabá" "city" 1 0 FALSE 612547 5103403 0.16325 NA
"1562" 2020-03-20 "MT" NA "state" 1 0 FALSE 3484466 51 0.0287 NA
"1563" 2020-03-20 "PA" "Belém" "city" 2 0 FALSE 1492745 1501402 0.13398 NA
"1564" 2020-03-20 "PA" NA "state" 2 0 FALSE 8602865 15 0.02325 NA
"1565" 2020-03-20 "PB" "João Pessoa" "city" 1 0 FALSE 809015 2507507 0.12361 NA
"1566" 2020-03-20 "PB" NA "state" 1 0 FALSE 4018127 25 0.02489 NA
"1567" 2020-03-20 "PE" NA "state" 31 0 FALSE 9557071 26 0.32437 NA
"1568" 2020-03-20 "PI" "Teresina" "city" 4 NA FALSE 864845 2211001 0.46251 NA
"1569" 2020-03-20 "PI" NA "state" 4 NA FALSE 3273227 22 0.1222 NA
"1570" 2020-03-20 "PR" "Campo Largo" "city" 1 0 FALSE 132002 4104204 0.75756 NA
"1571" 2020-03-20 "PR" "Cianorte" "city" 2 0 FALSE 82620 4105508 2.42072 NA
"1572" 2020-03-20 "PR" "Curitiba" "city" 27 0 FALSE 1933105 4106902 1.39672 NA
"1573" 2020-03-20 "PR" "Foz do Iguaçu" "city" 1 0 FALSE 258532 4108304 0.3868 NA
"1574" 2020-03-20 "PR" "Guaíra" "city" 1 0 FALSE 33119 4108809 3.01941 NA
"1575" 2020-03-20 "PR" "Londrina" "city" 3 0 FALSE 569733 4113700 0.52656 NA
"1576" 2020-03-20 "PR" "Maringá" "city" 1 0 FALSE 423666 4115200 0.23603 NA
"1577" 2020-03-20 "PR" NA "state" 36 0 FALSE 11433957 41 0.31485 NA
"1578" 2020-03-20 "RN" "Natal" "city" 5 0 FALSE 884122 2408102 0.56553 NA
"1579" 2020-03-20 "RN" "Parnamirim" "city" 1 0 FALSE 261469 2403251 0.38245 NA
"1580" 2020-03-20 "RN" NA "state" 6 0 FALSE 3506853 24 0.17109 NA
"1581" 2020-03-20 "RO" "Ji-Paraná" "city" 1 0 FALSE 128969 1100122 0.77538 NA
"1582" 2020-03-20 "RO" NA "state" 1 0 FALSE 1777225 11 0.05627 NA
"1583" 2020-03-20 "RS" "Alvorada" "city" 1 0 FALSE 210305 4300604 0.4755 NA
"1584" 2020-03-20 "RS" "Bagé" "city" 2 0 FALSE 121143 4301602 1.65094 NA
"1585" 2020-03-20 "RS" "Bento Gonçalves" "city" 0 0 FALSE 120454 4302105 NA NA
"1586" 2020-03-20 "RS" "Campo Bom" "city" 2 0 FALSE 66712 4303905 2.99796 NA
"1587" 2020-03-20 "RS" "Caxias do Sul" "city" 2 0 FALSE 510906 4305108 0.39146 NA
"1588" 2020-03-20 "RS" "Erechim" "city" 3 0 FALSE 105862 4307005 2.83388 NA
"1589" 2020-03-20 "RS" "Farroupilha" "city" 1 0 FALSE 72331 4307906 1.38253 NA
"1590" 2020-03-20 "RS" "Ivoti" "city" 2 0 FALSE 24293 4310801 8.23282 NA
"1591" 2020-03-20 "RS" "Porto Alegre" "city" 25 0 FALSE 1483771 4314902 1.6849 NA
"1592" 2020-03-20 "RS" "Sant'Ana do Livramento" "city" 2 0 FALSE 77027 4317103 2.59649 NA
"1593" 2020-03-20 "RS" "Sapiranga" "city" 2 0 FALSE 81734 4319901 2.44696 NA
"1594" 2020-03-20 "RS" "Taquara" "city" 1 0 FALSE 57466 4321204 1.74016 NA
"1595" 2020-03-20 "RS" NA "state" 43 0 FALSE 11377239 43 0.37795 NA
"1596" 2020-03-20 "SC" "Balneário Camboriú" "city" 4 0 FALSE 142295 4202008 2.81106 NA
"1597" 2020-03-20 "SC" "Braço do Norte" "city" 4 0 FALSE 33450 4202800 11.95815 NA
"1598" 2020-03-20 "SC" "Chapecó" "city" 1 0 FALSE 220367 4204202 0.45379 NA
"1599" 2020-03-20 "SC" "Criciúma" "city" 3 0 FALSE 215186 4204608 1.39414 NA
"1600" 2020-03-20 "SC" "Florianópolis" "city" 10 0 FALSE 500973 4205407 1.99612 NA
"1601" 2020-03-20 "SC" "Imbituba" "city" 2 0 FALSE 44853 4207304 4.45901 NA
"1602" 2020-03-20 "SC" "Jaraguá do Sul" "city" 1 0 FALSE 177697 4208906 0.56276 NA
"1603" 2020-03-20 "SC" "Joinville" "city" 3 0 FALSE 590466 4209102 0.50807 NA
"1604" 2020-03-20 "SC" "Navegantes" "city" 1 0 FALSE 81475 4211306 1.22737 NA
"1605" 2020-03-20 "SC" "Pomerode" "city" 1 0 FALSE 33447 4213203 2.9898 NA
"1606" 2020-03-20 "SC" "Rancho Queimado" "city" 2 0 FALSE 2878 4214300 69.4927 NA
"1607" 2020-03-20 "SC" "São José" "city" 1 0 FALSE 246586 4216602 0.40554 NA
"1608" 2020-03-20 "SC" "Tubarão" "city" 6 0 FALSE 105686 4218707 5.67719 NA
"1609" 2020-03-20 "SC" NA "state" 40 0 FALSE 7164788 42 0.55829 NA
"1610" 2020-03-20 "SE" "Aracaju" "city" 5 NA FALSE 657013 2800308 0.76102 NA
"1611" 2020-03-20 "SE" "Propriá" "city" 2 0 FALSE 29626 2805703 6.75083 NA
"1612" 2020-03-20 "SE" NA "state" 7 0 FALSE 2298696 28 0.30452 NA
"1613" 2020-03-20 "SP" "Barueri" "city" 1 NA FALSE 274182 3505708 0.36472 NA
"1614" 2020-03-20 "SP" "Campinas" "city" 1 NA FALSE 1204073 3509502 0.08305 NA
"1615" 2020-03-20 "SP" "Carapicuíba" "city" 2 NA FALSE 400927 3510609 0.49884 NA
"1616" 2020-03-20 "SP" "Cotia" "city" 2 NA FALSE 249210 3513009 0.80254 NA
"1617" 2020-03-20 "SP" "Ferraz de Vasconcelos" "city" 1 NA FALSE 194276 3515707 0.51473 NA
"1618" 2020-03-20 "SP" "Guarulhos" "city" 1 NA FALSE 1379182 3518800 0.07251 NA
"1619" 2020-03-20 "SP" "Hortolândia" "city" 1 NA FALSE 230851 3519071 0.43318 NA
"1620" 2020-03-20 "SP" "Importados/Indefinidos" "city" 8 NA FALSE NA NA NA NA
"1621" 2020-03-20 "SP" "Jaguariúna" "city" 1 NA FALSE 57488 3524709 1.73949 NA
"1622" 2020-03-20 "SP" "Mauá" "city" 1 NA FALSE 472912 3529401 0.21146 NA
"1623" 2020-03-20 "SP" "Mogi das Cruzes" "city" 1 NA FALSE 445842 3530607 0.22429 NA
"1624" 2020-03-20 "SP" "Osasco" "city" 1 NA FALSE 698418 3534401 0.14318 NA
"1625" 2020-03-20 "SP" "Santana de Parnaíba" "city" 2 NA FALSE 139447 3547304 1.43424 NA
"1626" 2020-03-20 "SP" "Santo André" "city" 3 NA FALSE 718773 3547809 0.41738 NA
"1627" 2020-03-20 "SP" "São Bernardo do Campo" "city" 4 NA FALSE 838936 3548708 0.47679 NA
"1628" 2020-03-20 "SP" "São Caetano do Sul" "city" 4 NA FALSE 161127 3548807 2.48251 NA
"1629" 2020-03-20 "SP" "São José do Rio Preto" "city" 1 NA FALSE 460671 3549805 0.21707 NA
"1630" 2020-03-20 "SP" "São José dos Campos" "city" 1 NA FALSE 721944 3549904 0.13851 NA
"1631" 2020-03-20 "SP" "São Paulo" "city" 306 9 FALSE 12252023 3550308 2.49755 0.0294
"1632" 2020-03-20 "SP" "Suzano" "city" 1 NA FALSE 297637 3552502 0.33598 NA
"1633" 2020-03-20 "SP" "Taubaté" "city" 1 NA FALSE 314924 3554102 0.31754 NA
"1634" 2020-03-20 "SP" NA "state" 396 9 FALSE 45919049 35 0.86239 0.0227
"1635" 2020-03-20 "TO" "Palmas" "city" 1 NA FALSE 299127 1721000 0.33431 NA
"1636" 2020-03-20 "TO" NA "state" 1 NA FALSE 1572866 17 0.06358 NA
"1637" 2020-03-19 "AC" "Rio Branco" "city" 4 0 FALSE 407319 1200401 0.98203 NA
"1638" 2020-03-19 "AC" NA "state" 4 0 FALSE 881935 12 0.45355 NA
"1639" 2020-03-19 "AL" "Maceió" "city" 4 0 FALSE 1018948 2704302 0.39256 NA
"1640" 2020-03-19 "AL" NA "state" 4 0 FALSE 3337357 27 0.11986 NA
"1641" 2020-03-19 "AM" "Importados/Indefinidos" "city" 3 NA FALSE NA NA NA NA
"1642" 2020-03-19 "AM" "Manaus" "city" 3 NA FALSE 2182763 1302603 0.13744 NA
"1643" 2020-03-19 "AM" NA "state" 3 0 FALSE 4144597 13 0.07238 NA
"1644" 2020-03-19 "BA" "Feira de Santana" "city" 5 0 FALSE 614872 2910800 0.81318 NA
"1645" 2020-03-19 "BA" "Itabuna" "city" 1 0 FALSE 213223 2914802 0.46899 NA
"1646" 2020-03-19 "BA" "Lauro de Freitas" "city" 2 0 FALSE 198440 2919207 1.00786 NA
"1647" 2020-03-19 "BA" "Porto Seguro" "city" 4 0 FALSE 148686 2925303 2.69023 NA
"1648" 2020-03-19 "BA" "Prado" "city" 1 0 FALSE 28174 2925501 3.54937 NA
"1649" 2020-03-19 "BA" "Salvador" "city" 18 0 FALSE 2872347 2927408 0.62667 NA
"1650" 2020-03-19 "BA" NA "state" 31 0 FALSE 14873064 29 0.20843 NA
"1651" 2020-03-19 "CE" "Importados/Indefinidos" "city" 1 0 FALSE NA NA NA NA
"1652" 2020-03-19 "CE" NA "state" 24 0 FALSE 9132078 23 0.26281 NA
"1653" 2020-03-19 "DF" "Brasília" "city" 42 0 FALSE 3015268 5300108 1.39291 NA
"1654" 2020-03-19 "DF" NA "state" 42 0 FALSE 3015268 53 1.39291 NA
"1655" 2020-03-19 "ES" "Linhares" "city" 1 NA FALSE 173555 3203205 0.57619 NA
"1656" 2020-03-19 "ES" "Vila Velha" "city" 7 NA FALSE 493838 3205200 1.41747 NA
"1657" 2020-03-19 "ES" "Vitória" "city" 5 NA FALSE 362097 3205309 1.38085 NA
"1658" 2020-03-19 "ES" NA "state" 13 NA FALSE 4018650 32 0.32349 NA
"1659" 2020-03-19 "GO" "Anápolis" "city" 2 0 FALSE 386923 5201108 0.5169 NA
"1660" 2020-03-19 "GO" "Aparecida de Goiânia" "city" 1 0 FALSE 578179 5201405 0.17296 NA
"1661" 2020-03-19 "GO" "Goiânia" "city" 7 0 FALSE 1516113 5208707 0.46171 NA
"1662" 2020-03-19 "GO" "Importados/Indefinidos" "city" 1 0 FALSE NA NA NA NA
"1663" 2020-03-19 "GO" "Jataí" "city" 1 0 FALSE 100882 5211909 0.99126 NA
"1664" 2020-03-19 "GO" "Rio Verde" "city" 3 0 FALSE 235647 5218805 1.27309 NA
"1665" 2020-03-19 "GO" NA "state" 15 0 FALSE 7018354 52 0.21373 NA
"1666" 2020-03-19 "MG" "Belo Horizonte" "city" 18 0 FALSE 2512070 3106200 0.71654 NA
"1667" 2020-03-19 "MG" "Coronel Fabriciano" "city" 1 0 FALSE 109855 3119401 0.91029 NA
"1668" 2020-03-19 "MG" "Divinópolis" "city" 1 0 FALSE 238230 3122306 0.41976 NA
"1669" 2020-03-19 "MG" "Ipatinga" "city" 1 0 FALSE 263410 3131307 0.37964 NA
"1670" 2020-03-19 "MG" "Juiz de Fora" "city" 2 0 FALSE 568873 3136702 0.35157 NA
"1671" 2020-03-19 "MG" "Nova Lima" "city" 2 0 FALSE 94889 3144805 2.10773 NA
"1672" 2020-03-19 "MG" "Patrocínio" "city" 1 0 FALSE 90757 3148103 1.10184 NA
"1673" 2020-03-19 "MG" "Sete Lagoas" "city" 1 0 FALSE 239639 3167202 0.41729 NA
"1674" 2020-03-19 "MG" "Uberlândia" "city" 2 0 FALSE 691305 3170206 0.28931 NA
"1675" 2020-03-19 "MG" NA "state" 29 0 FALSE 21168791 31 0.13699 NA
"1676" 2020-03-19 "MS" "Campo Grande" "city" 8 0 FALSE 895982 5002704 0.89288 NA
"1677" 2020-03-19 "MS" "Sidrolândia" "city" 1 0 FALSE 57665 5007901 1.73415 NA
"1678" 2020-03-19 "MS" NA "state" 9 0 FALSE 2778986 50 0.32386 NA
"1679" 2020-03-19 "PA" "Belém" "city" 1 0 FALSE 1492745 1501402 0.06699 NA
"1680" 2020-03-19 "PA" NA "state" 1 0 FALSE 8602865 15 0.01162 NA
"1681" 2020-03-19 "PB" "João Pessoa" "city" 1 0 FALSE 809015 2507507 0.12361 NA
"1682" 2020-03-19 "PB" NA "state" 1 0 FALSE 4018127 25 0.02489 NA
"1683" 2020-03-19 "PE" NA "state" 28 0 FALSE 9557071 26 0.29298 NA
"1684" 2020-03-19 "PI" "Teresina" "city" 3 NA FALSE 864845 2211001 0.34688 NA
"1685" 2020-03-19 "PI" NA "state" 3 NA FALSE 3273227 22 0.09165 NA
"1686" 2020-03-19 "PR" "Campo Largo" "city" 1 0 FALSE 132002 4104204 0.75756 NA
"1687" 2020-03-19 "PR" "Cianorte" "city" 2 0 FALSE 82620 4105508 2.42072 NA
"1688" 2020-03-19 "PR" "Curitiba" "city" 17 0 FALSE 1933105 4106902 0.87941 NA
"1689" 2020-03-19 "PR" "Foz do Iguaçu" "city" 1 0 FALSE 258532 4108304 0.3868 NA
"1690" 2020-03-19 "PR" "Londrina" "city" 1 0 FALSE 569733 4113700 0.17552 NA
"1691" 2020-03-19 "PR" "Maringá" "city" 1 0 FALSE 423666 4115200 0.23603 NA
"1692" 2020-03-19 "PR" NA "state" 23 0 FALSE 11433957 41 0.20116 NA
"1693" 2020-03-19 "RJ" "Barra Mansa" "city" 1 0 FALSE 184412 3300407 0.54226 NA
"1694" 2020-03-19 "RJ" "Guapimirim" "city" 1 0 FALSE 60517 3301850 1.65243 NA
"1695" 2020-03-19 "RJ" "Miguel Pereira" "city" 1 1 FALSE 25538 3302908 3.91573 1
"1696" 2020-03-19 "RJ" "Niterói" "city" 7 1 FALSE 513584 3303302 1.36297 0.1429
"1697" 2020-03-19 "RJ" "Rio de Janeiro" "city" 56 0 FALSE 6718903 3304557 0.83347 NA
"1698" 2020-03-19 "RJ" NA "state" 66 2 FALSE 17264943 33 0.38228 0.0303
"1699" 2020-03-19 "RS" "Alvorada" "city" 1 0 FALSE 210305 4300604 0.4755 NA
"1700" 2020-03-19 "RS" "Bagé" "city" 2 0 FALSE 121143 4301602 1.65094 NA
"1701" 2020-03-19 "RS" "Campo Bom" "city" 2 0 FALSE 66712 4303905 2.99796 NA
"1702" 2020-03-19 "RS" "Caxias do Sul" "city" 2 0 FALSE 510906 4305108 0.39146 NA
"1703" 2020-03-19 "RS" "Erechim" "city" 1 0 FALSE 105862 4307005 0.94463 NA
"1704" 2020-03-19 "RS" "Farroupilha" "city" 1 0 FALSE 72331 4307906 1.38253 NA
"1705" 2020-03-19 "RS" "Porto Alegre" "city" 20 0 FALSE 1483771 4314902 1.34792 NA
"1706" 2020-03-19 "RS" "Sapiranga" "city" 1 0 FALSE 81734 4319901 1.22348 NA
"1707" 2020-03-19 "RS" "Taquara" "city" 1 0 FALSE 57466 4321204 1.74016 NA
"1708" 2020-03-19 "RS" NA "state" 31 0 FALSE 11377239 43 0.27247 NA
"1709" 2020-03-19 "SC" "Balneário Camboriú" "city" 4 0 FALSE 142295 4202008 2.81106 NA
"1710" 2020-03-19 "SC" "Braço do Norte" "city" 4 0 FALSE 33450 4202800 11.95815 NA
"1711" 2020-03-19 "SC" "Florianópolis" "city" 6 0 FALSE 500973 4205407 1.19767 NA
"1712" 2020-03-19 "SC" "Joinville" "city" 2 0 FALSE 590466 4209102 0.33872 NA
"1713" 2020-03-19 "SC" "Rancho Queimado" "city" 2 0 FALSE 2878 4214300 69.4927 NA
"1714" 2020-03-19 "SC" "São José" "city" 1 0 FALSE 246586 4216602 0.40554 NA
"1715" 2020-03-19 "SC" "Tubarão" "city" 2 0 FALSE 105686 4218707 1.8924 NA
"1716" 2020-03-19 "SC" NA "state" 21 0 FALSE 7164788 42 0.2931 NA
"1717" 2020-03-19 "SP" "Barueri" "city" 1 NA FALSE 274182 3505708 0.36472 NA
"1718" 2020-03-19 "SP" "Campinas" "city" 1 NA FALSE 1204073 3509502 0.08305 NA
"1719" 2020-03-19 "SP" "Carapicuíba" "city" 2 NA FALSE 400927 3510609 0.49884 NA
"1720" 2020-03-19 "SP" "Cotia" "city" 2 NA FALSE 249210 3513009 0.80254 NA
"1721" 2020-03-19 "SP" "Ferraz de Vasconcelos" "city" 1 NA FALSE 194276 3515707 0.51473 NA
"1722" 2020-03-19 "SP" "Guarulhos" "city" 1 NA FALSE 1379182 3518800 0.07251 NA
"1723" 2020-03-19 "SP" "Importados/Indefinidos" "city" 4 NA FALSE NA NA NA NA
"1724" 2020-03-19 "SP" "Jaguariúna" "city" 1 NA FALSE 57488 3524709 1.73949 NA
"1725" 2020-03-19 "SP" "Mauá" "city" 1 NA FALSE 472912 3529401 0.21146 NA
"1726" 2020-03-19 "SP" "Santana de Parnaíba" "city" 1 NA FALSE 139447 3547304 0.71712 NA
"1727" 2020-03-19 "SP" "Santo André" "city" 2 NA FALSE 718773 3547809 0.27825 NA
"1728" 2020-03-19 "SP" "São Bernardo do Campo" "city" 3 NA FALSE 838936 3548708 0.3576 NA
"1729" 2020-03-19 "SP" "São Caetano do Sul" "city" 1 NA FALSE 161127 3548807 0.62063 NA
"1730" 2020-03-19 "SP" "São José do Rio Preto" "city" 1 NA FALSE 460671 3549805 0.21707 NA
"1731" 2020-03-19 "SP" "São Paulo" "city" 259 5 FALSE 12252023 3550308 2.11394 0.0193
"1732" 2020-03-19 "SP" "Suzano" "city" 1 NA FALSE 297637 3552502 0.33598 NA
"1733" 2020-03-19 "SP" "Taubaté" "city" 1 NA FALSE 314924 3554102 0.31754 NA
"1734" 2020-03-19 "SP" "Vargem Grande Paulista" "city" 1 0 FALSE 52597 3556453 1.90125 NA
"1735" 2020-03-19 "SP" NA "state" 286 5 FALSE 45919049 35 0.62284 0.0175
"1736" 2020-03-18 "AC" "Rio Branco" "city" 3 0 FALSE 407319 1200401 0.73652 NA
"1737" 2020-03-18 "AC" NA "state" 3 0 FALSE 881935 12 0.34016 NA
"1738" 2020-03-18 "AL" "Maceió" "city" 1 0 FALSE 1018948 2704302 0.09814 NA
"1739" 2020-03-18 "AL" NA "state" 1 0 FALSE 3337357 27 0.02996 NA
"1740" 2020-03-18 "AM" "Importados/Indefinidos" "city" 2 NA FALSE NA NA NA NA
"1741" 2020-03-18 "AM" "Manaus" "city" 2 NA FALSE 2182763 1302603 0.09163 NA
"1742" 2020-03-18 "AM" NA "state" 2 0 FALSE 4144597 13 0.04826 NA
"1743" 2020-03-18 "BA" "Feira de Santana" "city" 5 0 FALSE 614872 2910800 0.81318 NA
"1744" 2020-03-18 "BA" "Porto Seguro" "city" 4 0 FALSE 148686 2925303 2.69023 NA
"1745" 2020-03-18 "BA" "Prado" "city" 1 0 FALSE 28174 2925501 3.54937 NA
"1746" 2020-03-18 "BA" "Salvador" "city" 17 0 FALSE 2872347 2927408 0.59185 NA
"1747" 2020-03-18 "BA" NA "state" 27 0 FALSE 14873064 29 0.18154 NA
"1748" 2020-03-18 "CE" "Aquiraz" "city" 1 0 FALSE 80271 2301000 1.24578 NA
"1749" 2020-03-18 "CE" "Fortaleza" "city" 17 0 FALSE 2669342 2304400 0.63686 NA
"1750" 2020-03-18 "CE" "Sobral" "city" 1 0 FALSE 208935 2312908 0.47862 NA
"1751" 2020-03-18 "CE" NA "state" 19 0 FALSE 9132078 23 0.20806 NA
"1752" 2020-03-18 "DF" "Brasília" "city" 34 0 FALSE 3015268 5300108 1.12759 NA
"1753" 2020-03-18 "DF" NA "state" 34 0 FALSE 3015268 53 1.12759 NA
"1754" 2020-03-18 "ES" NA "state" 11 NA FALSE 4018650 32 0.27372 NA
"1755" 2020-03-18 "GO" "Anápolis" "city" 2 0 FALSE 386923 5201108 0.5169 NA
"1756" 2020-03-18 "GO" "Aparecida de Goiânia" "city" 1 0 FALSE 578179 5201405 0.17296 NA
"1757" 2020-03-18 "GO" "Goiânia" "city" 5 0 FALSE 1516113 5208707 0.32979 NA
"1758" 2020-03-18 "GO" "Jataí" "city" 1 0 FALSE 100882 5211909 0.99126 NA
"1759" 2020-03-18 "GO" "Rio Verde" "city" 3 0 FALSE 235647 5218805 1.27309 NA
"1760" 2020-03-18 "GO" NA "state" 12 0 FALSE 7018354 52 0.17098 NA
"1761" 2020-03-18 "MG" "Belo Horizonte" "city" 10 0 FALSE 2512070 3106200 0.39808 NA
"1762" 2020-03-18 "MG" "Coronel Fabriciano" "city" 1 0 FALSE 109855 3119401 0.91029 NA
"1763" 2020-03-18 "MG" "Divinópolis" "city" 1 0 FALSE 238230 3122306 0.41976 NA
"1764" 2020-03-18 "MG" "Ipatinga" "city" 1 0 FALSE 263410 3131307 0.37964 NA
"1765" 2020-03-18 "MG" "Juiz de Fora" "city" 2 0 FALSE 568873 3136702 0.35157 NA
"1766" 2020-03-18 "MG" "Nova Lima" "city" 1 0 FALSE 94889 3144805 1.05386 NA
"1767" 2020-03-18 "MG" "Patrocínio" "city" 1 0 FALSE 90757 3148103 1.10184 NA
"1768" 2020-03-18 "MG" "Sete Lagoas" "city" 1 0 FALSE 239639 3167202 0.41729 NA
"1769" 2020-03-18 "MG" "Uberlândia" "city" 1 0 FALSE 691305 3170206 0.14465 NA
"1770" 2020-03-18 "MG" NA "state" 19 0 FALSE 21168791 31 0.08975 NA
"1771" 2020-03-18 "MS" "Campo Grande" "city" 7 0 FALSE 895982 5002704 0.78127 NA
"1772" 2020-03-18 "MS" NA "state" 7 0 FALSE 2778986 50 0.25189 NA
"1773" 2020-03-18 "PA" "Belém" "city" 1 0 FALSE 1492745 1501402 0.06699 NA
"1774" 2020-03-18 "PA" NA "state" 1 0 FALSE 8602865 15 0.01162 NA
"1775" 2020-03-18 "PB" "João Pessoa" "city" 1 0 FALSE 809015 2507507 0.12361 NA
"1776" 2020-03-18 "PB" NA "state" 1 0 FALSE 4018127 25 0.02489 NA
"1777" 2020-03-18 "PE" "Belo Jardim" "city" 1 NA FALSE 76439 2601706 1.30823 NA
"1778" 2020-03-18 "PE" "Importados/Indefinidos" "city" 3 NA FALSE NA NA NA NA
"1779" 2020-03-18 "PE" "Jaboatão dos Guararapes" "city" 1 NA FALSE 702298 2607901 0.14239 NA
"1780" 2020-03-18 "PE" "Recife" "city" 14 NA FALSE 1645727 2611606 0.85069 NA
"1781" 2020-03-18 "PE" NA "state" 19 0 FALSE 9557071 26 0.19881 NA
"1782" 2020-03-18 "PR" "Campo Largo" "city" 1 0 FALSE 132002 4104204 0.75756 NA
"1783" 2020-03-18 "PR" "Cianorte" "city" 2 0 FALSE 82620 4105508 2.42072 NA
"1784" 2020-03-18 "PR" "Curitiba" "city" 8 0 FALSE 1933105 4106902 0.41384 NA
"1785" 2020-03-18 "PR" "Foz do Iguaçu" "city" 1 0 FALSE 258532 4108304 0.3868 NA
"1786" 2020-03-18 "PR" "Londrina" "city" 1 0 FALSE 569733 4113700 0.17552 NA
"1787" 2020-03-18 "PR" "Maringá" "city" 1 0 FALSE 423666 4115200 0.23603 NA
"1788" 2020-03-18 "PR" NA "state" 14 0 FALSE 11433957 41 0.12244 NA
"1789" 2020-03-18 "RJ" "Barra Mansa" "city" 1 0 FALSE 184412 3300407 0.54226 NA
"1790" 2020-03-18 "RJ" "Guapimirim" "city" 1 0 FALSE 60517 3301850 1.65243 NA
"1791" 2020-03-18 "RJ" "Niterói" "city" 6 0 FALSE 513584 3303302 1.16826 NA
"1792" 2020-03-18 "RJ" "Rio de Janeiro" "city" 55 0 FALSE 6718903 3304557 0.81859 NA
"1793" 2020-03-18 "RJ" NA "state" 63 0 FALSE 17264943 33 0.3649 NA
"1794" 2020-03-18 "RN" "Natal" "city" 1 0 FALSE 884122 2408102 0.11311 NA
"1795" 2020-03-18 "RN" NA "state" 1 0 FALSE 3506853 24 0.02852 NA
"1796" 2020-03-18 "RS" "Campo Bom" "city" 1 0 FALSE 66712 4303905 1.49898 NA
"1797" 2020-03-18 "RS" "Caxias do Sul" "city" 2 0 FALSE 510906 4305108 0.39146 NA
"1798" 2020-03-18 "RS" "Porto Alegre" "city" 15 0 FALSE 1483771 4314902 1.01094 NA
"1799" 2020-03-18 "RS" "Sapiranga" "city" 1 0 FALSE 81734 4319901 1.22348 NA
"1800" 2020-03-18 "RS" NA "state" 19 0 FALSE 11377239 43 0.167 NA
"1801" 2020-03-18 "SC" "Balneário Camboriú" "city" 2 0 FALSE 142295 4202008 1.40553 NA
"1802" 2020-03-18 "SC" "Braço do Norte" "city" 2 0 FALSE 33450 4202800 5.97907 NA
"1803" 2020-03-18 "SC" "Florianópolis" "city" 5 0 FALSE 500973 4205407 0.99806 NA
"1804" 2020-03-18 "SC" "Joinville" "city" 1 0 FALSE 590466 4209102 0.16936 NA
"1805" 2020-03-18 "SC" "Rancho Queimado" "city" 2 0 FALSE 2878 4214300 69.4927 NA
"1806" 2020-03-18 "SC" "Tubarão" "city" 2 0 FALSE 105686 4218707 1.8924 NA
"1807" 2020-03-18 "SC" NA "state" 14 0 FALSE 7164788 42 0.1954 NA
"1808" 2020-03-18 "SE" "Aracaju" "city" 5 NA FALSE 657013 2800308 0.76102 NA
"1809" 2020-03-18 "SE" "Propriá" "city" 1 0 FALSE 29626 2805703 3.37541 NA
"1810" 2020-03-18 "SE" NA "state" 6 0 FALSE 2298696 28 0.26102 NA
"1811" 2020-03-18 "SP" "Barueri" "city" 1 NA FALSE 274182 3505708 0.36472 NA
"1812" 2020-03-18 "SP" "Campinas" "city" 1 NA FALSE 1204073 3509502 0.08305 NA
"1813" 2020-03-18 "SP" "Cotia" "city" 1 NA FALSE 249210 3513009 0.40127 NA
"1814" 2020-03-18 "SP" "Ferraz de Vasconcelos" "city" 1 NA FALSE 194276 3515707 0.51473 NA
"1815" 2020-03-18 "SP" "Guarulhos" "city" 1 NA FALSE 1379182 3518800 0.07251 NA
"1816" 2020-03-18 "SP" "Jaguariúna" "city" 1 NA FALSE 57488 3524709 1.73949 NA
"1817" 2020-03-18 "SP" "Mauá" "city" 1 NA FALSE 472912 3529401 0.21146 NA
"1818" 2020-03-18 "SP" "Osasco" "city" 1 NA FALSE 698418 3534401 0.14318 NA
"1819" 2020-03-18 "SP" "Santana de Parnaíba" "city" 1 NA FALSE 139447 3547304 0.71712 NA
"1820" 2020-03-18 "SP" "Santo André" "city" 6 NA FALSE 718773 3547809 0.83476 NA
